URL,Size (kB),Outlinks,Content-Type
https://www.nytimes.com/2011/05/04/dining/reviews/04dinbriefs.html,226.2988281,114,text/html
https://www.nytimes.com/slideshow/2022/03/15/dining/commerce-inn-review-shaker-food.html,203.3212891,1,text/html
https://www.nytimes.com/2004/05/23/opinion/editors-note-the-letters-editor-and-the-reader-our-compact-updated.html,211.2226563,101,text/html
https://www.nytimes.com/by/aric-toler,892.5976563,43,text/html
https://www.nytimes.com/spotlight/classical-music-reviews,382.1845703,48,text/html
https://www.nytimes.com/2020/08/05/arts/music/five-minutes-classical-music.html,313.8994141,117,text/html
https://www.nytimes.com/2023/11/16/world/middleeast/israel-gaza-al-shifa-hospital-hamas.html,307.6416016,122,text/html
https://www.nytimes.com/2022/03/02/arts/music/wagner-opera-classical-music.html,306.1748047,133,text/html
https://www.nytimes.com/2023/11/19/world/middleeast/gaza-infants-evacuation-israel.html,298.8466797,116,text/html
https://www.nytimes.com/2021/08/31/arts/music/classical-music-trumpet-jazz.html,313.1474609,130,text/html
https://www.nytimes.com/live/2023/11/18/world/israel-hamas-war-gaza-news/un-official-says-school-being-used-as-shelter-is-hit-by-bombardment,1063.53418,141,text/html
https://www.nytimes.com/live/2023/11/19/world/israel-hamas-war-gaza-news/israel-hamas-al-shifa-hospital-gaza-video-tunnel,1005.919922,151,text/html
https://www.nytimes.com/2023/11/22/world/middleeast/hamas-tunnel-al-shifa-hospital-gaza.html,230.1005859,124,text/html
https://www.nytimes.com/2021/08/04/arts/music/classical-music-stravinsky.html,300.1269531,129,text/html
https://www.nytimes.com/2021/07/07/arts/music/classical-music-symphony.html,314.0986328,125,text/html
https://www.nytimes.com/2021/03/03/arts/music/five-minutes-tenors-classical-music-opera.html,334.3916016,126,text/html
https://www.nytimes.com/2021/02/03/arts/music/five-minutes-string-quartet-classical-music.html,332.7783203,123,text/html
https://www.nytimes.com/2023/12/08/world/middleeast/here-is-what-we-know-about-israels-evidence-that-hamas-fired-rockets-from-safe-zones.html,213.3203125,106,text/html
https://www.nytimes.com/2023/12/07/world/middleeast/israel-hamas-gaza-rockets.html,302.0810547,132,text/html
https://www.nytimes.com/2020/11/11/arts/music/five-minutes-classical-music-sopranos.html,315.4658203,117,text/html
https://www.nytimes.com/wirecutter/blog/why-hand-sanitizers-smell/,348.8759766,629,text/html
https://www.nytimes.com/wirecutter/blog/alexa-routines-window-ac/,366.9091797,623,text/html
https://www.nytimes.com/wirecutter/blog/comparison-tables/,358.6357422,626,text/html
https://www.nytimes.com/wirecutter/blog/roxane-gay-puzzles/,346.8896484,626,text/html
https://www.nytimes.com/2019/04/19/arts/music/classical-music-piano.html,273.9072266,112,text/html
https://www.nytimes.com/2022/04/06/arts/music/classical-music-renaissance.html,319.3779297,140,text/html
https://www.nytimes.com/2023/10/13/world/middleeast/lebanon-israel-reuters-issam-abdullah-killed.html,259.4570313,117,text/html
https://www.nytimes.com/2023/12/06/world/middleeast/gaza-al-mawasi.html,285.5800781,124,text/html
https://www.nytimes.com/2018/08/17/arts/music/henze-bassarids-salzburg.html,258.2900391,113,text/html
https://www.nytimes.com/2020/07/03/arts/music/black-composers-classical-music.html,277.5283203,128,text/html
https://www.nytimes.com/1997/08/05/science/qualities-of-an-animal-scientist-cow-s-eye-view-and-autism.html,251.90625,104,text/html
https://www.nytimes.com/2019/10/28/arts/music/barrie-kosky-komische-oper.html,263.5947266,116,text/html
https://www.nytimes.com/2023/10/26/world/middleeast/israel-war-cabinet-hamas.html,260.2431641,117,text/html
https://www.nytimes.com/2018/08/15/obituaries/sissieretta-jones-overlooked.html,278.1708984,118,text/html
https://www.nytimes.com/by/yara-bayoumy,664.9111328,39,text/html
https://www.nytimes.com/by/liam-stack,627.5634766,55,text/html
https://www.nytimes.com/2018/07/19/world/middleeast/israel-law-jews-arabic.html,255.4384766,114,text/html
https://www.nytimes.com/2013/01/30/arts/music/butch-morris-dies-at-65-creator-of-conduction.html,231.6767578,105,text/html
https://www.nytimes.com/by/lauren-leatherby,706.2597656,41,text/html
https://www.nytimes.com/2018/07/31/world/middleeast/israel-druse-nation-state-law.html,246.0966797,110,text/html
https://www.nytimes.com/wirecutter/lists/snow-day-picks/,412.8945313,686,text/html
https://www.nytimes.com/2021/04/29/arts/music/josquin-des-prez-classical-music.html,278.8740234,113,text/html
https://www.nytimes.com/2020/12/30/arts/music/John-Sheppard-media-vita.html,303.0322266,125,text/html
https://www.nytimes.com/live/2023/10/14/world/israel-news-hamas-war-gaza/hamas-base-israel-threat,2165.480469,196,text/html
https://www.nytimes.com/wirecutter/lists/wirecutter-picks-to-help-boost-productivity/,440.7763672,706,text/html
https://www.nytimes.com/wirecutter/lists/recommended-tvs/,401.8085938,662,text/html
https://www.nytimes.com/wirecutter/lists/recommended-headphones/,520.6601563,731,text/html
https://www.nytimes.com/wirecutter/lists/best-fitness-gear/,550.1923828,782,text/html
https://www.nytimes.com/wirecutter/lists/recommended-sheets/,400.3242188,652,text/html
https://www.nytimes.com/wirecutter/lists/smart-home-for-apartments-and-renters/,485.1591797,710,text/html
https://www.nytimes.com/by/anne-raver,177.40625,41,text/html
https://www.nytimes.com/2005/08/23/international/middleeast/israel-completes-evacuation-of-gaza-and-west-bank.html,247.4785156,117,text/html
https://www.nytimes.com/2022/11/13/world/middleeast/israel-religious-zionism.html,285.8310547,111,text/html
https://www.nytimes.com/2023/10/13/world/middleeast/israel-gaza-war.html,290.4550781,122,text/html
https://www.nytimes.com/wirecutter/authors/gregory-han/,324.4804688,612,text/html
https://www.nytimes.com/2023/10/13/nyregion/palestinian-americans-gaza-israel-war.html,286.6806641,126,text/html
https://www.nytimes.com/2021/05/15/world/middleeast/israel-palestinian-gaza-war.html,360.3671875,142,text/html
https://www.nytimes.com/by/steven-erlanger,471.7470703,56,text/html
https://www.nytimes.com/by/katie-robertson,470.4365234,54,text/html
https://www.nytimes.com/2020/03/11/smarter-living/wirecutter/coronavirus-hand-sanitizer.html,242.1103516,112,text/html
https://www.nytimes.com/2023/10/07/world/middleeast/gaza-blockade-israel.html,239.1357422,118,text/html
https://www.nytimes.com/by/edward-wong,575.3056641,45,text/html
https://www.nytimes.com/2023/10/10/world/middleeast/gaza-israel-airstrikes.html,298.5380859,124,text/html
https://www.nytimes.com/by/anna-betts,539.0166016,51,text/html
https://www.nytimes.com/2023/10/13/world/middleeast/gaza-strip-evacuation-israel-hamas-war.html,282.2128906,119,text/html
https://www.nytimes.com/by/cassandra-vinograd,407.5761719,43,text/html
https://www.nytimes.com/by/riley-mellen,1042.725586,51,text/html
https://www.nytimes.com/live/2023/10/11/world/israel-news-hamas-war/aa98ff72-32f7-50ed-b376-40c6e0db040d,2269.912109,211,text/html
https://www.nytimes.com/wirecutter/reviews/best-kettlebell/,476.3828125,654,text/html
https://www.nytimes.com/wirecutter/blog/outdoor-tvs/,398.7568359,641,text/html
https://www.nytimes.com/wirecutter/blog/how-wirecutter-tests-tvs/,379.7880859,634,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-early-tech-adopter/,361.9306641,635,text/html
https://www.amazon.com/Cleer-Bluetooth-Snapdragon-Multipoint-Connection/dp/B0C5NG55Z6,1361.732422,245,text/html
https://www.amazon.com/Tribit-Waterproof-Bluetooth-Earphones-Transparency/dp/B09ST6251P,1547.235352,264,text/html
https://www.amazon.com/JLab-Air-Sport-Featuring-Bluetooth/dp/B09RGB47FJ,1485.912109,256,text/html
https://www.amazon.com/Soundcore-Cancelling-Headphones-Reduction-Comfortable/dp/B0C6KFZC9Z,1458.854492,248,text/html
https://www.amazon.com/JBL-Reflect-Aero-TWS-White/dp/B0B3LYPK49,1392.789063,255,text/html
https://www.amazon.com/Garmin-Forerunner-Running-Training-Support/dp/B07R1Z65Z2,1511.992188,245,text/html
https://www.amazon.com/Travelers-Notebook-Brown-Leather-LB/dp/B000ZYF22M,1331.572266,246,text/html
https://www.amazon.com/Engage-Pickleball-Approved-Fiberglass-ControlPRO/dp/B089CHJ82Y,938.6894531,211,text/html
https://www.amazon.com/Uniball-Jetstream-Wirecutter-Ballpoint-Supplies/dp/B002FSZP5A,1467.243164,251,text/html
https://www.amazon.com/CAP-Barbell-Competition-Kettlebell-Weight/dp/B07K78F66W,1264.775391,235,text/html
https://www.amazon.com/Beats-Fit-Pro-Cancelling-Built/dp/B09JL41N9C,1355.006836,207,text/html
https://www.amazon.com/Shokz-OpenRun-Conduction-Headphones-Built/dp/B09BW1QVVT,1482.710938,262,text/html
https://www.nytimes.com/wirecutter/blog/adaptive-fitness-equipment/,355.1328125,633,text/html
https://www.nytimes.com/wirecutter/blog/things-wirecutter-testers-actually-did/,357.7734375,640,text/html
https://www.nytimes.com/wirecutter/blog/cap-kettlebell-alex-jung-review/,340.4296875,623,text/html
https://www.nytimes.com/wirecutter/blog/how-to-watch-tv-tailgate/,390.3427734,641,text/html
https://www.amazon.com/LG-48-Inch-Class-OLED48C3PUA-Built/dp/B0BVXJ69F4,1611.262695,268,text/html
https://www.amazon.com/SAMSUNG-43-Inch-Tracking-Anti-Glare-QN43QN90BAFXZA/dp/B09WG7262X,1595.692383,265,text/html
https://www.nytimes.com/wirecutter/lists/gear-to-get-better-sound-from-your-tv/,435.8652344,681,text/html
https://www.nytimes.com/wirecutter/blog/8k-tv-upgrade/,356.9179688,623,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-tips-for-hot-sleepers/,369.2675781,631,text/html
https://www.amazon.com/LG-42-Inch-Processor-AI-Powered-OLED42C3PUA/dp/B0BVXK9N6X,1607.75293,266,text/html
https://www.amazon.com/Garage-Fit-Powder-Kettlebells-Markings/dp/B072C99YNX,721.3193359,217,text/html
https://www.amazon.com/Roku-Select-RokuTV-Picture-Customizable/dp/B0CLFLHR7K,1507.638672,264,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-wet-sponge-tips/,397.0498047,634,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-smart-locks/,373.3476563,638,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-dog-poop-in-garbage-can/,363.125,628,text/html
https://www.nytimes.com/2021/04/25/opinion/iphone-apple-electronics-technology.html,253.8623047,115,text/html
https://www.nytimes.com/wirecutter/blog/relaxing-video-games/,449.9814453,681,text/html
https://www.nytimes.com/wirecutter/blog/apple-music-spatial-audio-review/,374.7050781,633,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-binoculars/,569.2978516,659,text/html
https://www.nytimes.com/wirecutter/authors/annemarie-conte/,356.9707031,617,text/html
https://www.nytimes.com/2019/12/08/world/asia/e-waste-thailand-southeast-asia.html,302.0585938,114,text/html
https://www.nytimes.com/2020/10/07/world/australia/microplastics-ocean-floor.html,266.4941406,128,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-dumb-tvs/,388.5722656,637,text/html
https://www.nytimes.com/wirecutter/blog/artistic-designer-tvs/,365.6269531,630,text/html
https://www.nytimes.com/wirecutter/blog/how-to-shop-for-av-gear-that-lasts/,386.8701172,632,text/html
https://www.nytimes.com/wirecutter/blog/filmmaker-mode-tv-setup/,347.1787109,624,text/html
https://www.nytimes.com/wirecutter/blog/things-to-know-about-oled-tvs/,360.0957031,628,text/html
https://www.nytimes.com/wirecutter/reviews/premium-vs-budget-tv/,369.9580078,628,text/html
https://www.nytimes.com/wirecutter/blog/how-to-clean-makeup-sponges/,339.9316406,626,text/html
https://www.nytimes.com/wirecutter/reviews/oxo-good-grips-cherry-olive-pitter-review/,369.6962891,638,text/html
https://www.nytimes.com/wirecutter/reviews/kitchenaid-stand-mixer-review/,419.2675781,639,text/html
https://www.nytimes.com/wirecutter/reviews/kitchen-essentials-we-rely-on/,442.2041016,641,text/html
https://www.leobodnar.com/shop/index.php?main_page=product_info&products_id=317,56.97070313,40,text/html
https://www.nytimes.com/wirecutter/guides/how-to-care-for-kitchen-knives/,386.0673828,634,text/html
https://www.nytimes.com/wirecutter/lists/gear-and-peripherals-for-pc-gaming/,450.5595703,691,text/html
https://www.amazon.com/SpectraCal-VideoForge-Pro-Pattern-Generator/dp/B0758G11XX,566.2958984,141,text/html
https://www.nytimes.com/wirecutter/blog/what-are-privacy-policies/,370.5292969,647,text/html
https://www.amazon.com/OXO-Good-Grips-Bottle-Brush/dp/B00004OCLJ,1459.572266,239,text/html
https://www.amazon.com/OXO-Tot-Bottle-Nipple-Cleaner/dp/B0771FFWQ2,1383.25293,248,text/html
https://www.nytimes.com/wirecutter/guides/buying-a-tv/,432.4189453,641,text/html
https://www.nytimes.com/wirecutter/guides/how-to-manage-playstation-switch-xbox-privacy-settings/,447.7744141,640,text/html
https://www.nytimes.com/wirecutter/guides/privacy-tips-for-android-phone/,455.9013672,670,text/html
https://www.nytimes.com/wirecutter/reviews/best-ces-2024-products/,475.4863281,649,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-gear-for-your-home-theater/,642.2675781,709,text/html
https://www.amazon.com/OXO-Good-Grips-Dish-Brush/dp/B00004OCIZ,1421.948242,240,text/html
https://www.nytimes.com/wirecutter/reviews/best-4k-projectors/,580.2392578,667,text/html
https://www.nytimes.com/wirecutter/reviews/best-bluetooth-audio-receiver-for-your-home-stereo-or-speakers/,576.1962891,649,text/html
https://www.nytimes.com/wirecutter/blog/third-party-earbud-tips/,407.3623047,635,text/html
https://www.nytimes.com/wirecutter/reviews/best-bluetooth-headphone-adapter/,511.3916016,653,text/html
https://www.nytimes.com/wirecutter/blog/simple-tips-for-getting-the-best-picture-from-your-new-tv/,444.4707031,631,text/html
https://www.nytimes.com/wirecutter/reviews/our-favorite-ad-blockers-and-browser-extensions-to-protect-privacy/,422.9560547,672,text/html
https://www.nytimes.com/wirecutter/blog/your-wireless-earbuds-are-trash-eventually/,380.6621094,644,text/html
https://www.nytimes.com/wirecutter/blog/use-google-classroom-like-a-pro/,376.5791016,633,text/html
https://www.amazon.com/SAMSUNG-65-Inch-Quantum-Tracking-QN65S95BAFXZA/dp/B09VHBLV4Y,1557.607422,269,text/html
https://www.nytimes.com/wirecutter/home-garden/entertaining-home/,472.7509766,641,text/html
https://www.nytimes.com/wirecutter/authors/kathryn-rath/,304.9951172,614,text/html
https://www.amazon.com/FiiO-UTWS3-Bluetooth-MMCX-Connector/dp/B08QMGPWPG,1391.74707,252,text/html
https://www.apple.com/?afid=p239%7C197432&cid=aos-us-aff-ir-197432,238.5400391,89,text/html
https://www.nytimes.com/wirecutter/lists/back-up-and-secure-your-digital-life/,406.0410156,656,text/html
https://www.nytimes.com/wirecutter/blog/internet-security-layers/,406.9394531,677,text/html
https://www.amazon.com/Epson-LS11000-Projector-Brightness-Motorized/dp/B09TS2M1ZS,914.5380859,210,text/html
https://www.nytimes.com/wirecutter/guides/online-security-web-browser-privacy/,353.0458984,633,text/html
https://www.amazon.com/Denon-AVR-X1700H-Channel-Receiver-Built/dp/B09HFN8T64,1529.081055,274,text/html
https://api.bam-x.com/api/v0/click_auction/?a=chnsQmxf40u,0.024414063,0,text/html
https://www.nytimes.com/wirecutter/blog/podswap-refurbished-airpods/,354.6025391,629,text/html
https://getadblock.com/en/,35.8359375,39,text/html
https://www.nytimes.com/wirecutter/guides/what-is-a-vpn/,436.7392578,667,text/html
https://www.amazon.com/Monoprice-115428-Certified-Premium-18Gbps/dp/B01GCGKI3O,1141.607422,233,text/html
https://www.amazon.com/XGIMI-HORIZON-Ultra-Projector-Bluetooth/dp/B0CB36K662,1480.734375,232,text/html
https://noscript.net/,6.610351563,20,text/html
https://addons.mozilla.org/en-US/firefox/addon/facebook-container/,81.69042969,59,text/html
https://addons.mozilla.org/en-US/firefox/addon/temporary-containers/,76.20703125,67,text/html
https://addons.mozilla.org/en-US/firefox/addon/multi-account-containers/,71.12695313,58,text/html
https://addons.mozilla.org/en-US/firefox/addon/decentraleyes/,75.45214844,60,text/html
https://www.nytimes.com/interactive/2019/08/23/opinion/data-internet-privacy-tracking.html,307.4150391,114,text/html
https://bitwarden.com/,166.1054688,55,text/html
https://www.nytimes.com/wirecutter/blog/why-your-phone-dies-when-it-claims-to-have-battery-left/,356.2753906,619,text/html
https://www.nytimes.com/column/state-of-the-art,353.2958984,56,text/html
https://addons.mozilla.org/en-US/firefox/addon/privacy-badger17/,89.54882813,61,text/html
https://www.nytimes.com/wirecutter/blog/are-you-really-watching-4k-on-your-new-4k-tv/,364.5849609,624,text/html
https://disconnect.me/,18.82226563,15,text/html
https://www.nytimes.com/2019/04/10/opinion/sulzberger-new-york-times-privacy.html,480.9960938,122,text/html
https://www.nytimes.com/2019/06/05/opinion/elizabeth-warren-america.html,284.8222656,135,text/html
https://pi-hole.net/,129.3066406,26,text/html
https://www.ghostery.com/,63.41015625,44,text/html
https://www.nytimes.com/by/farhad-manjoo,290.6738281,47,text/html
https://1password.com/?cjdata=MXxOfDB8WXww&cjevent=aac84e59cafd11ee821a00ec0a1cb827&utm_medium=affiliate&utm_source=Wirecutter+Inc.&utm_campaign=3512519&utm_content=5513721&utm_term=1password.com,214.4746094,98,text/html
https://addons.mozilla.org/en-US/firefox/addon/ublock-origin/,84.50097656,80,text/html
https://www.nytimes.com/wirecutter/guides/soundbar-troubleshooting-tips/,418.4423828,633,text/html
https://www.nytimes.com/wirecutter/authors/geoff-morrison/,326.171875,614,text/html
https://adblockplus.org/,39.62988281,59,text/html
https://www.nytimes.com/wirecutter/reviews/cheapish-cozy-home-movie-night/,399.3261719,640,text/html
https://www.nytimes.com/2019/06/03/technology/facebook-ftc-antitrust.html,308.6103516,111,text/html
https://www.nytimes.com/wirecutter/reviews/things-that-help-us-relax/,535.8349609,683,text/html
https://www.nytimes.com/wirecutter/blog/dont-use-an-electric-knife-to-carve-the-turkey/,354.75,627,text/html
https://www.nytimes.com/wirecutter/blog/what-to-bring-to-thanksgiving-dinner/,352.1787109,632,text/html
https://www.nytimes.com/2023/07/07/opinion/affirmative-action-harvard-unc.html,295.4296875,122,text/html
https://www.nytimes.com/2023/07/11/opinion/conspiracy-theory-debate-rfk.html,318.1298828,124,text/html
https://www.nytimes.com/2023/06/26/opinion/we-all-live-in-south-park-now.html,273.9658203,114,text/html
https://www.nytimes.com/2023/06/30/opinion/gas-powered-cars.html,278.9140625,118,text/html
https://www.nytimes.com/wirecutter/blog/domestic-abusers-can-control-your-devices-heres-how-to-fight-back/,409.453125,660,text/html
https://www.nytimes.com/wirecutter/blog/incognito-mode-isnt-incognito/,367.9160156,643,text/html
https://www.nytimes.com/wirecutter/blog/5-cheapish-things-backing-up-your-stuff/,370.015625,627,text/html
https://api.bam-x.com/api/v0/click_auction/?a=1733973411558066137,0.024414063,0,text/html
https://www.amazon.com/Spears-Munsil-Benchmark-Blu-ray-Disc/dp/B07Q2KBDKV,641.0712891,169,text/html
https://www.nytimes.com/by/sophia-alvarez-boyd,510.1748047,33,text/html
https://www.nytimes.com/wirecutter/lists/the-gadgets-we-bring-on-every-trip/,479.7568359,703,text/html
https://www.nytimes.com/2021/02/18/opinion/electric-cars-SUV.html,296.8310547,140,text/html
https://www.nytimes.com/2022/07/20/opinion/america-drivers-road-trip.html,265.0917969,111,text/html
https://www.nytimes.com/wirecutter/guides/online-security-social-media-privacy/,379.0449219,669,text/html
https://www.nytimes.com/wirecutter/blog/what-you-should-and-shouldnt-do-to-extend-your-phones-battery-life/,519.6132813,669,text/html
https://www.nytimes.com/wirecutter/guides/simple-online-security-secure-your-sensitive-data/,364.9101563,644,text/html
https://www.nytimes.com/2023/06/29/opinion/affirmative-action-campus-diversity.html,277.15625,110,text/html
https://www.nytimes.com/wirecutter/guides/simple-online-security-for-borders-and-protests/,370.390625,647,text/html
https://www.nytimes.com/wirecutter/blog/gear-for-air-travel-chaos/,442.3291016,659,text/html
https://www.nytimes.com/wirecutter/blog/meditation-tv-show-better-sleep/,353.2128906,629,text/html
https://www.nytimes.com/wirecutter/guides/online-security-online-dating-sexting/,359.6308594,636,text/html
https://www.nytimes.com/2016/02/25/technology/personaltech/tips-and-myths-about-extending-smartphone-battery-life.html,335.7373047,120,text/html
https://www.nytimes.com/wirecutter/reviews/best-mug-warmers/,440.0625,645,text/html
https://www.nytimes.com/wirecutter/blog/coronavirus-self-care/,354.3681641,645,text/html
https://www.nytimes.com/wirecutter/blog/get-your-digital-accounts-ready-in-case-of-death/,352.5537109,629,text/html
https://1password.com/?cjdata=MXxOfDB8WXww&cjevent=c7a701decafd11ee831000ef0a1cb826&utm_medium=affiliate&utm_source=Wirecutter+Inc.&utm_campaign=3512519&utm_content=5513721&utm_term=1password.com,214.4746094,98,text/html
https://www.nytimes.com/audio/app/2023/06/29/opinion/affirmative-action-campus-diversity.html,64.27148438,7,text/html
https://www.nytimes.com/wirecutter/reviews/best-smartphones/,455.4882813,650,text/html
https://www.nytimes.com/by/david-brooks,378.0322266,47,text/html
https://www.nytimes.com/wirecutter/authors/nick-guy/,366.4414063,614,text/html
https://www.nytimes.com/2022/07/27/technology/personaltech/default-settings-turn-off.html,291.3876953,123,text/html
https://www.nytimes.com/2021/09/22/technology/personaltech/upgrading-heres-what-you-can-do-with-an-old-mobile-device.html,298.7177734,141,text/html
https://www.nytimes.com/2023/02/08/technology/personaltech/what-to-do-lost-stolen-smartphone.html,321.8359375,169,text/html
https://www.nytimes.com/2023/05/03/technology/personaltech/photo-editing-apps.html,299.65625,139,text/html
https://www.apple.com/support/products/?afid=p239%7C197432&cid=aos-us-aff-ir-197432,121.8193359,95,text/html
https://www.nytimes.com/wirecutter/blog/what-is-right-to-repair/,377.2714844,662,text/html
